filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0059.jpg,aedes_aegypti_m_NEWORLEANS_image0059.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0059,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0022.jpg,aedes_aegypti_m_NEWORLEANS_image0022.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0022,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0017.jpg,aedes_aegypti_m_NEWORLEANS_image0017.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0017,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0011.jpg,anopheles_arabiensis_f_DONGOLA_image0011.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0011,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0003.jpg,aedes_aegypti_m_NEWORLEANS_image0003.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0003,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0017.jpg,anopheles_arabiensis_f_DONGOLA_image0017.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0017,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0018.jpg,aedes_aegypti_m_NEWORLEANS_image0018.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0018,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0024.jpg,anopheles_coluzzi_f_MOPTI_image0024.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0024,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0041.jpg,anopheles_freeborni_f_F1_image0041.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0041,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0005.jpg,anopheles_albimanus_f_STECLA_image0005.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0005,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0024.jpg,anopheles_albimanus_m_STECLA_image0024.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0024,False,1,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0026.jpg,aedes_aegypti_m_NEWORLEANS_image0026.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0026,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0070.jpg,anopheles_arabiensis_f_DONGOLA_image0070.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0070,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0004.jpg,anopheles_atroparvus_f_EBRO_image0004.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0004,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0040.jpg,anopheles_coluzzi_f_MOPTI_image0040.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0040,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0042.jpg,anopheles_arabiensis_m_DONGOLA_image0042.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0042,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0038.jpg,anopheles_freeborni_f_F1_image0038.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0038,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0006.jpg,anopheles_albimanus_f_STECLA_image0006.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0006,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0052.jpg,anopheles_coluzzi_f_MOPTI_image0052.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0052,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0074.jpg,aedes_aegypti_f_NEWORLEANS_image0074.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0074,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0072.jpg,aedes_aegypti_f_NEWORLEANS_image0072.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0072,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0023.jpg,anopheles_coluzzi_f_MOPTI_image0023.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0023,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0035.jpg,anopheles_freeborni_m_F1_image0035.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0035,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0011.jpg,anopheles_atroparvus_f_EBRO_image0011.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0011,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0121.jpg,aedes_aegypti_f_NEWORLEANS_image0121.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0121,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0120.jpg,aedes_aegypti_f_NEWORLEANS_image0120.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0120,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0033.jpg,anopheles_farauti_m_FAR1_image0033.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0033,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0041.jpg,anopheles_arabiensis_m_DONGOLA_image0041.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0041,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0051.jpg,aedes_aegypti_m_NEWORLEANS_image0051.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0051,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0002.jpg,anopheles_albimanus_f_STECLA_image0002.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0002,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0150.jpg,aedes_aegypti_f_NEWORLEANS_image0150.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0150,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0003.jpg,anopheles_freeborni_m_F1_image0003.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0003,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0008.jpg,anopheles_atroparvus_f_EBRO_image0008.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0008,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0101.jpg,anopheles_arabiensis_f_DONGOLA_image0101.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0101,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0036.jpg,anopheles_arabiensis_m_DONGOLA_image0036.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0036,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0009.jpg,anopheles_farauti_m_FAR1_image0009.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0009,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0017.jpg,anopheles_arabiensis_m_DONGOLA_image0017.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0017,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0053.jpg,aedes_aegypti_m_NEWORLEANS_image0053.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0053,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0024.jpg,anopheles_farauti_m_FAR1_image0024.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0024,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0005.jpg,anopheles_arabiensis_f_DONGOLA_image0005.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0005,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0109.jpg,anopheles_arabiensis_f_DONGOLA_image0109.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0109,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0037.jpg,anopheles_freeborni_m_F1_image0037.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0037,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0058.jpg,aedes_aegypti_f_NEWORLEANS_image0058.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0058,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0083.jpg,aedes_aegypti_f_NEWORLEANS_image0083.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0083,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0015.jpg,anopheles_freeborni_f_F1_image0015.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0015,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0030.jpg,anopheles_farauti_m_FAR1_image0030.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0030,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0025.jpg,anopheles_freeborni_f_F1_image0025.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0025,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0007.jpg,anopheles_coluzzi_m_MOPTI_image0007.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0007,False,4,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0030.jpg,anopheles_arabiensis_f_DONGOLA_image0030.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0030,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0015.jpg,anopheles_farauti_m_FAR1_image0015.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0015,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0048.jpg,anopheles_freeborni_m_F1_image0048.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0048,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0070.jpg,aedes_aegypti_f_NEWORLEANS_image0070.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0070,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0108.jpg,anopheles_arabiensis_f_DONGOLA_image0108.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0108,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0049.jpg,anopheles_coluzzi_f_MOPTI_image0049.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0049,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0078.jpg,anopheles_arabiensis_f_DONGOLA_image0078.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0078,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0085.jpg,anopheles_arabiensis_f_DONGOLA_image0085.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0085,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0006.jpg,aedes_aegypti_m_NEWORLEANS_image0006.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0006,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0020.jpg,anopheles_freeborni_m_F1_image0020.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0020,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0011.jpg,anopheles_freeborni_f_F1_image0011.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0011,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0023.jpg,aedes_aegypti_f_NEWORLEANS_image0023.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0023,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0026.jpg,anopheles_arabiensis_m_DONGOLA_image0026.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0026,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0001.jpg,anopheles_atroparvus_f_EBRO_image0001.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0001,False,3,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0022.jpg,anopheles_arabiensis_f_DONGOLA_image0022.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0022,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0010.jpg,anopheles_farauti_m_FAR1_image0010.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0010,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0013.jpg,anopheles_coluzzi_f_MOPTI_image0013.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0013,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0046.jpg,anopheles_coluzzi_f_MOPTI_image0046.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0046,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0042.jpg,anopheles_freeborni_m_F1_image0042.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0042,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0001.jpg,anopheles_coluzzi_m_MOPTI_image0001.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0001,False,4,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0009.jpg,anopheles_coluzzi_f_MOPTI_image0009.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0009,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0029.jpg,anopheles_freeborni_m_F1_image0029.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0029,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0093.jpg,anopheles_arabiensis_f_DONGOLA_image0093.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0093,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0029.jpg,aedes_aegypti_f_NEWORLEANS_image0029.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0029,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0067.jpg,aedes_aegypti_f_NEWORLEANS_image0067.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0067,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0035.jpg,anopheles_albimanus_f_STECLA_image0035.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0035,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0006.jpg,anopheles_coluzzi_f_MOPTI_image0006.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0006,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0062.jpg,aedes_aegypti_f_NEWORLEANS_image0062.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0062,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0014.jpg,anopheles_albimanus_m_STECLA_image0014.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0014,False,1,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0061.jpg,anopheles_arabiensis_f_DONGOLA_image0061.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0061,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0020.jpg,anopheles_farauti_m_FAR1_image0020.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0020,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0087.jpg,anopheles_arabiensis_f_DONGOLA_image0087.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0087,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0043.jpg,anopheles_arabiensis_f_DONGOLA_image0043.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0043,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0011.jpg,anopheles_arabiensis_m_DONGOLA_image0011.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0011,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0042.jpg,anopheles_farauti_m_FAR1_image0042.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0042,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0008.jpg,anopheles_farauti_f_FAR1_image0008.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0008,False,5,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0066.jpg,anopheles_arabiensis_m_DONGOLA_image0066.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0066,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0034.jpg,anopheles_arabiensis_m_DONGOLA_image0034.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0034,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0080.jpg,anopheles_arabiensis_f_DONGOLA_image0080.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0080,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0034.jpg,anopheles_freeborni_f_F1_image0034.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0034,False,6,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0020.jpg,aedes_aegypti_f_NEWORLEANS_image0020.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0020,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0009.jpg,anopheles_atroparvus_f_EBRO_image0009.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0009,False,3,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0077.jpg,aedes_aegypti_f_NEWORLEANS_image0077.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0077,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0151.jpg,aedes_aegypti_f_NEWORLEANS_image0151.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0151,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0075.jpg,aedes_aegypti_f_NEWORLEANS_image0075.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0075,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0044.jpg,anopheles_freeborni_m_F1_image0044.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0044,False,6,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0129.jpg,aedes_aegypti_f_NEWORLEANS_image0129.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0129,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0091.jpg,aedes_aegypti_f_NEWORLEANS_image0091.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0091,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0003.jpg,anopheles_albimanus_f_STECLA_image0003.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0003,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0002.jpg,aedes_aegypti_f_NEWORLEANS_image0002.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0002,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0079.jpg,aedes_aegypti_f_NEWORLEANS_image0079.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0079,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0046.jpg,anopheles_farauti_m_FAR1_image0046.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0046,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0027.jpg,anopheles_arabiensis_m_DONGOLA_image0027.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0027,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0010.jpg,anopheles_farauti_f_FAR1_image0010.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0010,False,5,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0049.jpg,anopheles_arabiensis_m_DONGOLA_image0049.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0049,False,2,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0004.jpg,anopheles_coluzzi_f_MOPTI_image0004.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0004,False,4,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0004.jpg,aedes_aegypti_m_NEWORLEANS_image0004.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0004,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0016.jpg,anopheles_albimanus_f_STECLA_image0016.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0016,False,1,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0025.jpg,anopheles_farauti_m_FAR1_image0025.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0025,False,5,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0022.jpg,anopheles_albimanus_m_STECLA_image0022.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0022,False,1,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0139.jpg,aedes_aegypti_f_NEWORLEANS_image0139.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0139,False,0,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0023.jpg,anopheles_atroparvus_f_EBRO_image0023.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0023,False,3,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0007.jpg,anopheles_albimanus_m_STECLA_image0007.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0007,False,1,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0003.jpg,anopheles_coluzzi_m_MOPTI_image0003.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0003,False,4,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0050.jpg,aedes_aegypti_m_NEWORLEANS_image0050.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0050,False,0,1,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0118.jpg,anopheles_arabiensis_f_DONGOLA_image0118.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0118,False,2,0,-1,test
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0023.jpg,anopheles_albimanus_m_STECLA_image0023.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0023,False,1,1,-1,test
